KIDS,KID14,ER30001,ER30002,ER32000,ER32006,ER34201,ER34202,ER34203,P14REL,P14E5,P14E6,P14E10_09,P14E15,P14E16_3,P14E26_5,P14E33_6,P14E53,C14REL,C14B12,C14B13
1,1.1,1222,41,2,2,5376,3,30,2,1,3,0,5,0,0,0,2,,,
1,1.1,1222,42,2,2,5901,2,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,1222,44,1,2,7392,3,30,2,0,0,0,0,0,0,0,4,,,
1,1.1,1222,45,2,2,7392,4,30,2,0,0,0,0,0,0,0,5,,,
1,1.1,1222,46,2,2,5901,3,30,2,0,0,0,0,0,0,0,0,,,
1,1.2,1227,196,2,3,3677,4,30,2,5,0,0,5,0,0,5,1,3,998,4
1,1.1,1229,34,2,2,5764,3,30,2,0,0,0,0,0,0,0,3,,,
1,1.2,1230,32,1,2,6865,4,30,2,1,5,0,5,0,0,5,1,3,0,0
1,1.2,1230,33,1,2,6865,5,30,2,1,3,0,5,0,0,5,3,3,0,0
1,1.2,1233,36,2,2,6908,5,30,2,5,0,0,5,0,5,0,2,3,998,4
1,1.2,1233,37,1,2,7625,4,30,2,1,3,0,1,1,0,0,1,3,0,0
1,1.1,1233,38,2,2,8912,3,30,2,5,0,5,1,5,0,0,2,,,
1,1.1,1233,39,2,2,8912,4,30,2,5,0,5,1,5,0,0,1,,,
1,1.1,1233,40,1,2,8912,5,30,2,5,0,0,5,0,0,0,1,,,
1,1.1,1233,41,1,2,8912,6,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1236,33,2,2,2225,4,30,2,5,0,0,5,0,0,0,0,,,
1,1.2,1236,34,2,2,2225,5,30,2,1,4,0,1,5,0,0,2,3,0,0
1,1.1,1236,35,2,2,1724,5,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,1236,175,2,3,1724,4,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,1242,40,2,2,6036,4,30,2,1,5,0,5,0,5,0,1,,,
1,1.1,1242,41,1,2,3813,3,30,2,0,0,0,0,0,0,0,4,,,
1,1.1,1242,42,2,2,3813,4,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1242,43,1,2,5518,4,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1242,44,2,2,1753,3,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1242,45,2,2,3813,5,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1249,30,1,2,7004,3,30,2,1,2,0,5,0,0,0,2,,,
1,1.1,1249,31,2,2,7004,4,30,2,1,2,0,1,5,0,0,5,,,
1,1.1,1249,32,1,2,7004,5,30,2,0,0,0,0,0,0,0,5,,,
1,1.2,1255,32,2,2,3406,3,30,2,5,0,0,5,0,0,0,3,3,0,0
1,1.2,1255,33,2,2,3406,4,30,2,5,0,0,1,5,0,0,4,3,0,0
1,1.1,1255,34,2,2,2068,3,30,2,1,6,0,1,1,5,0,1,,,
1,1.2,1255,35,2,2,3406,5,30,2,5,0,0,1,5,0,0,2,3,0,0
1,1.1,1256,30,2,2,6953,3,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,1260,45,2,2,8132,3,30,2,5,0,0,5,0,5,0,1,,,
1,1.1,1260,46,2,2,8132,4,30,2,5,0,0,5,0,5,0,1,,,
1,1.1,1266,33,2,2,5579,3,30,2,5,0,0,5,0,5,0,2,,,
1,1.1,1266,34,2,2,4501,3,30,2,0,0,0,0,0,0,0,5,,,
1,1.1,1266,35,2,2,4501,5,30,2,0,0,0,0,0,0,0,5,,,
1,1.1,1267,32,2,2,8363,3,30,2,5,0,0,5,0,0,0,1,,,
1,1.1,1267,33,1,2,8363,4,30,2,5,0,5,5,0,0,0,2,,,
1,1.2,1269,34,1,2,1425,3,30,2,1,1,0,5,0,0,0,1,3,3.9,5
1,1.2,1269,35,1,2,3005,3,35,2,5,0,0,5,0,0,0,2,3,0,0
1,1.1,1269,36,1,2,2869,4,30,2,1,2,0,1,1,0,0,2,,,
1,1.1,1269,37,2,2,2869,5,30,2,1,2,0,1,5,0,0,2,,,
1,1.1,1269,38,1,2,1425,4,30,2,5,0,0,5,0,0,0,5,,,
1,1.2,1269,177,2,3,2869,3,30,2,1,1,0,1,1,0,0,1,3,3.8,4
1,1.1,1270,34,1,2,5122,3,30,2,1,5,0,1,1,5,0,2,,,
1,1.1,1270,35,1,2,5122,4,30,2,0,0,0,0,0,0,0,4,,,
1,1.1,1282,37,1,2,7508,3,30,2,1,1,1,5,0,0,5,1,,,
1,1.1,1282,38,2,2,7508,4,30,2,1,1,0,1,5,0,5,1,,,
1,1.1,1282,39,1,2,7156,3,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,1282,40,2,2,7156,4,30,2,0,0,0,0,0,0,0,0,,,
1,1.2,1284,35,1,2,6097,4,30,2,1,5,0,1,1,0,5,2,3,0,0
1,1.1,1286,34,1,2,6303,3,30,2,0,0,0,0,0,0,0,3,,,
1,1.1,1288,32,1,2,1034,4,30,2,1,1,0,5,0,5,0,2,,,
1,1.1,1288,33,2,2,1034,5,30,2,1,4,0,5,0,5,0,1,,,
1,1.1,1288,34,1,2,1034,6,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,1290,36,1,2,6542,2,30,2,5,0,0,5,0,5,0,5,,,
1,1.1,1290,37,1,2,4223,4,30,2,0,0,0,0,0,0,0,4,,,
1,1.2,1300,34,2,2,8841,3,30,2,5,0,0,5,0,0,0,2,3,4.1,4.2
1,1.1,1300,35,1,2,5776,3,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,1300,36,1,2,5776,4,30,2,0,0,0,0,0,0,0,1,,,
1,1.2,1301,32,2,2,1044,3,60,2,5,0,0,5,0,0,5,1,3,0,0
1,1.2,1301,33,1,2,1044,4,60,2,1,6,0,1,1,0,5,1,3,0,0
1,1.1,1301,34,1,2,2982,3,35,2,5,0,0,5,0,5,0,1,,,
1,1.1,1301,35,2,2,2982,4,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,1302,38,2,2,8809,3,35,2,1,5,5,1,5,0,0,3,,,
1,1.1,1302,39,1,2,8714,3,30,2,1,4,0,1,1,0,0,2,,,
1,1.1,1302,41,2,2,8714,4,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1302,42,2,2,8809,4,30,2,0,0,0,0,0,0,0,3,,,
1,1.1,1306,32,2,2,8864,3,30,2,5,0,5,1,5,0,0,1,,,
1,1.2,1314,30,1,2,7582,3,30,2,1,5,0,1,1,0,0,1,3,3.66,98
1,1.2,1314,31,2,2,7582,4,30,2,1,3,0,1,1,0,0,1,3,3,4
1,1.2,1314,32,1,2,1180,3,30,2,5,0,0,5,0,0,5,1,3,0,0
1,1.1,1314,33,2,2,7582,5,30,2,1,5,0,1,1,5,0,1,,,
1,1.1,1314,34,2,2,1180,4,30,2,1,6,0,1,1,5,5,2,,,
1,1.1,1314,35,1,2,7582,6,30,2,1,3,0,5,0,0,0,2,,,
1,1.2,1315,40,1,2,4568,6,30,2,1,1,0,5,0,0,0,2,3,4,4
1,1.1,1315,41,2,2,7912,3,30,2,0,0,0,0,0,0,0,0,,,
1,1.2,1335,57,2,2,7976,3,30,2,5,0,0,5,0,5,5,1,3,4,5
1,1.1,1335,59,1,2,5213,3,30,2,1,1,0,5,0,0,5,1,,,
1,1.1,1335,60,1,2,5213,4,30,2,1,3,0,5,0,0,0,1,,,
1,1.2,1335,62,1,2,3162,3,35,2,5,0,5,5,0,0,0,1,3,3.76,4.5
1,1.1,1335,63,1,2,5213,5,30,2,1,3,0,5,0,0,0,1,,,
1,1.2,1335,65,2,2,3162,4,35,2,1,6,5,1,1,0,0,1,3,0,0
1,1.2,1335,66,2,2,4967,3,30,2,5,0,0,1,5,0,5,2,3,0,0
1,1.1,1335,68,1,2,4394,3,30,2,1,1,0,5,0,5,0,1,,,
1,1.1,1335,69,1,2,8500,3,30,2,1,2,0,1,1,5,5,1,,,
1,1.1,1335,70,2,2,7263,3,30,2,1,3,0,5,0,0,5,3,,,
1,1.1,1335,71,2,2,8500,4,30,2,1,5,0,1,1,5,0,1,,,
1,1.1,1335,72,2,2,7263,4,30,2,1,4,5,5,0,0,5,3,,,
1,1.1,1335,74,2,2,4967,4,30,2,5,0,0,1,5,0,0,2,,,
1,1.1,1335,75,1,2,4967,5,30,2,5,0,5,5,0,0,0,2,,,
1,1.1,1335,76,2,2,4802,2,30,2,5,0,5,1,5,5,5,4,,,
1,1.1,1335,77,2,2,4394,4,30,2,1,3,0,1,5,5,0,1,,,
1,1.1,1335,78,1,2,1954,3,30,2,1,1,5,5,0,0,0,4,,,
1,1.1,1335,79,1,2,2309,3,30,2,1,3,0,5,0,0,0,4,,,
1,1.1,1335,80,2,2,1781,2,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,1335,82,2,2,4802,3,30,2,0,0,0,0,0,0,0,4,,,
1,1.1,1335,83,1,2,4394,5,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,1335,84,2,2,1954,4,30,2,0,0,0,0,0,0,0,4,,,
1,1.1,1335,86,2,2,4967,6,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1335,87,2,2,1781,3,30,2,0,0,0,0,0,0,0,1,,,
1,1.2,1336,36,2,2,3644,3,33,2,1,3,0,1,1,0,5,2,3,998,98
1,1.2,1336,37,1,2,7646,2,30,2,1,2,0,1,1,0,0,1,3,0,0
1,1.1,1336,38,2,2,7646,3,30,2,1,4,0,1,1,0,0,1,,,
1,1.1,1336,39,2,2,7646,4,30,2,5,0,5,1,5,0,0,1,,,
1,1.1,1336,41,2,2,7646,6,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,1338,30,2,2,3086,3,30,2,5,0,0,5,0,0,0,1,,,
1,1.1,1338,31,1,2,3086,4,30,2,5,0,0,5,0,0,0,1,,,
1,1.2,1342,32,2,2,1527,2,30,2,1,1,0,5,0,0,0,5,3,0,0
1,1.1,1342,33,2,2,1527,3,30,2,5,0,5,5,0,0,0,2,,,
1,1.1,1342,34,1,2,1527,4,30,2,5,0,5,5,0,0,0,1,,,
1,1.2,1345,36,1,2,1887,3,30,2,5,0,0,5,0,0,0,1,3,4,4
1,1.2,1345,37,1,2,2417,3,30,2,1,4,0,1,1,0,0,1,3,998,4
1,1.2,1345,38,1,2,2417,4,30,2,1,5,0,1,1,5,0,2,3,0,0
1,1.1,1345,39,1,2,2417,5,30,2,1,6,0,1,1,5,0,3,,,
1,1.2,1351,37,1,2,8166,4,30,2,5,0,0,5,0,0,0,2,3,4.9,7
1,1.2,1353,34,1,2,3020,3,30,2,1,1,5,5,0,0,5,2,3,0,0
1,1.2,1353,36,1,2,3020,4,30,2,1,6,5,1,1,0,5,2,3,997,98
1,1.1,1353,37,1,2,3020,5,30,2,1,1,0,5,0,0,5,4,,,
1,1.1,1353,38,2,2,3020,6,30,2,1,1,0,5,0,0,5,4,,,
1,1.1,1353,39,1,2,3773,3,30,2,1,3,0,1,1,0,0,4,,,
1,1.1,1353,42,1,2,3020,7,30,2,1,2,0,5,0,5,5,4,,,
1,1.1,1353,43,1,2,3773,4,30,2,0,0,0,0,0,0,0,5,,,
1,1.1,1353,44,2,2,3020,8,30,2,0,0,0,0,0,0,0,4,,,
1,1.2,1355,32,2,2,5937,2,30,2,5,0,0,1,1,0,0,2,3,0,0
1,1.1,1355,33,1,2,8779,3,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,1355,34,1,2,8779,4,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,1355,35,2,2,8779,5,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1358,31,2,2,1431,6,30,2,0,0,0,0,0,0,0,3,,,
1,1.2,1368,33,1,2,4479,2,30,2,5,0,0,5,0,0,5,1,3,0,0
1,1.1,1368,34,1,2,4479,4,30,2,1,6,5,5,0,0,0,1,,,
1,1.1,1368,35,2,2,6500,5,60,2,0,0,0,0,0,0,0,1,,,
1,1.1,1376,33,2,2,1467,2,30,2,1,6,5,1,1,0,0,5,,,
1,1.1,1376,34,2,2,2950,3,30,2,5,0,0,5,0,0,5,1,,,
1,1.1,1376,35,2,2,1289,3,30,2,0,0,0,0,0,0,0,4,,,
1,1.2,1383,183,2,3,8280,3,33,2,1,3,5,1,1,5,1,2,3,2.9,4.5
1,1.2,1384,31,1,2,8629,3,30,2,5,0,0,5,0,0,0,1,3,3.71,4
1,1.2,1384,32,1,2,8629,4,30,2,1,6,0,5,0,0,5,1,3,3.75,4
1,1.1,1384,33,2,2,8629,5,30,2,5,0,0,5,0,0,5,4,,,
1,1.1,1387,34,2,2,4124,3,30,2,0,0,0,0,0,0,0,1,,,
1,1.2,1394,41,2,2,3497,5,30,2,1,4,5,1,1,0,0,1,3,0,0
1,1.1,1394,42,1,2,1720,3,65,2,1,2,0,5,0,0,0,1,,,
1,1.1,1394,43,2,2,3810,2,30,2,0,0,0,0,0,0,0,4,,,
1,1.1,1394,44,2,2,3515,2,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,1394,45,1,2,4695,3,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,1394,46,2,2,4695,4,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1397,39,1,2,3856,2,30,2,1,2,0,5,0,0,0,3,,,
1,1.1,1397,184,1,3,3488,3,30,2,5,0,0,5,0,0,0,2,,,
1,1.1,1398,32,2,2,6157,3,30,2,1,5,0,1,1,5,5,2,,,
1,1.1,1398,33,1,2,6157,4,30,2,1,2,0,5,0,5,0,2,,,
1,1.1,1399,41,2,2,3368,3,30,2,5,0,0,1,5,0,0,2,,,
1,1.1,1399,43,2,2,2758,3,30,2,0,0,0,0,0,0,0,5,,,
1,1.1,1399,44,2,2,3368,4,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,1399,190,1,3,9049,3,30,2,1,4,0,5,0,5,0,2,,,
1,1.2,1406,34,1,2,5268,3,30,2,1,2,0,5,0,0,0,2,3,0,0
1,1.1,1406,35,1,2,5268,4,30,2,1,2,0,1,5,0,0,1,,,
1,1.1,1406,36,1,2,6923,3,30,2,5,0,0,5,0,0,0,3,,,
1,1.1,1406,37,1,2,6923,4,30,2,5,0,0,5,0,0,0,2,,,
1,1.1,1406,38,2,2,6923,5,30,2,0,0,0,0,0,0,0,1,,,
1,1.2,1407,33,1,2,4437,3,30,2,5,0,0,5,0,0,0,2,3,0,0
1,1.1,1407,34,2,2,8379,3,33,2,0,0,0,0,0,0,0,5,,,
1,1.2,1411,46,1,2,4224,3,60,2,5,0,0,5,0,5,0,1,3,998,3
1,1.2,1411,47,2,2,3311,4,30,2,5,0,0,5,0,0,0,2,3,0,0
1,1.2,1411,48,1,2,3311,5,30,2,1,6,0,5,0,0,0,4,3,0,0
1,1.1,1411,49,2,2,3311,6,30,2,5,0,0,5,0,0,0,3,,,
1,1.2,1414,32,2,2,1657,3,30,2,5,0,0,5,0,0,0,1,3,0,0
1,1.2,1414,170,1,3,1657,2,30,2,5,0,5,5,0,0,0,1,3,0,0
1,1.1,1419,37,2,2,5101,3,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,1425,33,1,2,1176,3,30,2,0,0,0,0,0,0,0,0,,,
1,1.2,1426,41,2,2,3403,2,30,2,5,0,0,1,1,0,0,2,3,1,1
1,1.2,1426,42,1,2,3403,3,30,2,5,0,0,5,0,0,0,2,3,0,0
1,1.2,1426,43,2,2,5230,4,30,2,1,2,5,5,0,5,0,2,3,0,0
1,1.1,1426,44,2,2,5230,5,30,2,1,5,5,1,1,5,0,2,,,
1,1.1,1426,45,2,2,2981,3,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1426,46,2,2,2981,4,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1426,47,1,2,3001,3,30,2,0,0,0,0,0,0,0,5,,,
1,1.1,1426,48,2,2,5230,6,30,2,0,0,0,0,0,0,0,4,,,
1,1.1,1426,49,2,2,2981,5,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1426,50,1,2,3001,4,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1426,51,1,2,3116,2,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1426,52,2,2,3984,4,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1426,53,2,2,4506,3,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,1426,54,2,2,4506,4,30,2,0,0,0,0,0,0,0,2,,,
1,1.2,1426,188,1,3,5230,3,30,2,5,0,5,5,0,5,0,2,3,2.8,4
1,1.2,1434,36,2,2,1143,4,30,2,1,4,0,5,0,0,5,1,3,3.7,4
1,1.2,1434,37,1,2,4452,3,30,2,1,6,0,5,0,1,5,1,3,3.98,4
1,1.2,1434,38,2,2,1143,5,30,2,1,1,0,5,0,0,5,2,3,0,0
1,1.2,1434,39,2,2,4452,4,30,2,1,6,0,5,0,5,5,1,3,0,0
1,1.2,1434,40,2,2,1922,3,30,2,1,5,5,1,1,0,5,4,3,0,0
1,1.2,1434,41,2,2,4452,5,30,2,1,5,5,1,1,5,0,5,3,0,0
1,1.2,1434,42,2,2,2323,3,30,2,1,5,0,1,1,0,0,4,3,0,0
1,1.2,1434,43,1,2,1143,6,30,2,1,2,0,5,0,0,5,2,3,0,0
1,1.1,1434,44,2,2,1922,4,30,2,1,3,0,1,1,0,5,2,,,
1,1.2,1434,45,2,2,2323,4,30,2,1,3,0,1,1,0,0,2,3,0,0
1,1.1,1434,46,2,2,1143,7,30,2,1,1,0,5,0,0,5,4,,,
1,1.1,1434,47,1,2,1922,5,30,2,1,2,0,5,0,5,5,1,,,
1,1.1,1434,48,1,2,5067,3,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1434,49,1,2,1143,8,30,2,0,0,0,0,0,0,0,1,,,
1,1.1,1438,38,1,2,54,2,30,2,1,2,0,1,1,5,0,1,,,
1,1.2,1438,39,2,2,4,3,30,2,5,0,0,1,1,5,0,1,3,0,0
1,1.1,1438,42,2,2,4,4,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,1438,43,2,2,272,3,30,2,0,0,0,0,0,0,0,4,,,
1,1.2,1445,38,2,2,4914,3,30,2,1,6,0,1,5,5,1,1,3,3.8,4.3
1,1.1,1445,39,2,2,6744,2,30,2,0,0,0,0,0,0,0,4,,,
1,1.1,1445,40,1,2,6744,3,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1454,33,2,2,6158,3,30,2,1,2,0,1,5,5,0,3,,,
1,1.1,1454,34,1,2,6158,4,30,2,1,2,0,5,0,5,0,3,,,
1,1.1,1459,34,1,2,6297,3,30,2,5,0,0,5,0,0,0,4,,,
1,1.1,1460,31,1,2,6304,3,30,2,0,0,0,0,0,0,0,5,,,
1,1.2,1462,30,1,2,1395,3,30,2,1,2,0,5,0,0,0,1,3,2.94,4
1,1.2,1462,31,1,2,5505,3,30,2,1,1,5,5,0,5,0,2,3,998,98
1,1.2,1462,32,1,2,5505,4,30,2,1,1,0,1,5,0,5,4,3,0,0
1,1.2,1462,33,2,2,1395,4,30,2,1,2,5,1,5,0,0,1,3,0,0
1,1.1,1468,36,1,2,83,3,30,2,5,0,5,5,0,0,0,4,,,
1,1.1,1468,37,1,2,83,4,30,2,0,0,0,0,0,0,0,4,,,
1,1.1,1473,33,2,2,2222,3,30,2,1,5,0,1,1,5,5,5,,,
1,1.1,1473,34,2,2,5627,3,30,2,1,5,0,1,5,0,0,1,,,
1,1.1,1473,35,1,2,2222,4,30,2,5,0,0,5,0,5,5,5,,,
1,1.1,1473,36,2,2,5627,4,30,2,5,0,0,1,5,0,0,2,,,
1,1.1,1475,33,1,2,8671,2,30,2,0,0,0,0,0,0,0,2,,,
1,1.2,1480,35,1,2,2170,3,33,2,5,0,0,1,1,0,0,4,3,0,0
1,1.2,1480,36,1,2,2170,4,33,2,1,4,0,1,1,0,0,4,3,0,0
1,1.2,1485,37,1,2,1041,2,30,2,5,0,0,5,0,0,5,2,3,0,0
1,1.1,1485,38,1,2,7345,4,35,2,1,3,0,5,0,0,0,3,,,
1,1.1,1485,39,1,2,7345,5,35,2,0,0,0,0,0,0,0,0,,,
1,1.1,1485,180,2,3,7345,3,35,2,1,3,0,5,0,0,5,2,,,
1,1.1,1496,34,1,2,4852,3,30,2,1,5,0,5,0,0,0,2,,,
1,1.1,1496,37,1,2,4852,4,30,2,5,0,0,5,0,0,0,3,,,
1,1.2,1498,42,2,2,4870,4,30,2,1,3,0,1,1,5,0,1,3,0,0
1,1.1,1498,43,2,2,3864,3,30,2,0,0,0,0,0,0,0,1,,,
1,1.2,1498,177,1,3,4870,3,30,2,5,0,0,5,0,0,0,1,3,4,4
1,1.2,1501,32,1,2,8172,3,30,2,5,0,0,5,0,0,0,1,3,2.75,4
1,1.2,1501,33,1,2,8172,4,30,2,5,0,0,5,0,0,0,2,3,0,0
1,1.1,1501,34,2,2,5088,2,30,2,5,0,0,5,0,0,0,3,,,
1,1.1,1501,35,1,2,5088,3,30,2,0,0,0,0,0,0,0,3,,,
1,1.1,1504,32,1,2,4887,3,30,2,1,2,0,1,1,5,5,4,,,
1,1.1,1504,33,2,2,4887,4,30,2,1,5,0,5,0,0,0,2,,,
1,1.2,1510,31,1,2,5602,2,30,2,5,0,0,5,0,0,0,4,3,0,0
1,1.2,1510,32,2,2,5602,3,30,2,5,0,0,1,5,5,0,2,3,0,0
1,1.2,1516,34,2,2,8477,4,30,2,1,5,0,1,1,5,0,2,3,0,0
1,1.2,1520,32,1,2,6653,3,30,2,5,0,0,5,0,0,0,4,3,0,0
1,1.1,1520,33,2,2,7270,3,30,2,0,0,0,0,0,0,0,4,,,
1,1.1,1520,34,1,2,6653,4,30,2,0,0,0,0,0,0,0,0,,,
1,1.2,1522,44,1,2,8062,3,30,2,5,0,0,5,0,0,0,1,3,0,0
1,1.2,1525,33,2,2,1880,3,33,2,1,2,5,5,0,0,0,2,3,0,0
1,1.2,1533,35,1,2,7511,5,30,2,1,5,5,1,1,5,0,1,3,998,98
1,1.1,1533,36,2,2,7511,6,30,2,1,6,0,1,1,5,0,2,,,
1,1.1,1533,37,1,2,7511,7,30,2,1,5,0,1,1,0,0,4,,,
1,1.1,1533,38,2,2,7511,8,30,2,1,5,0,1,1,0,5,4,,,
1,1.1,1537,30,2,2,8043,3,30,2,1,4,0,1,5,0,0,2,,,
1,1.2,1540,32,1,2,5459,3,30,2,1,1,0,5,0,0,0,1,3,998,4
1,1.2,1540,33,2,2,5459,4,30,2,1,6,0,5,0,5,0,1,3,3.7,5
1,1.2,1542,42,1,2,8120,4,30,2,1,1,0,5,0,0,0,1,3,3.9,4
1,1.1,1542,43,2,2,2796,3,30,2,1,3,0,5,0,0,0,2,,,
1,1.2,1551,38,1,2,8992,5,60,2,5,0,0,5,0,0,0,0,3,0,0
1,1.1,1551,39,2,2,5463,3,30,2,5,0,5,5,0,0,0,3,,,
1,1.1,1551,40,1,2,8853,3,30,2,5,0,0,5,0,0,0,5,,,
1,1.1,1551,41,1,2,8853,4,30,2,0,0,0,0,0,0,0,5,,,
1,1.1,1551,43,1,2,5463,4,30,2,0,0,0,0,0,0,0,4,,,
1,1.1,1551,45,2,2,8992,7,60,2,0,0,0,0,0,0,0,0,,,
1,1.1,1565,41,1,2,3927,3,30,2,0,0,0,0,0,0,0,3,,,
1,1.1,1565,42,1,2,3927,4,30,2,0,0,0,0,0,0,0,3,,,
1,1.1,1568,36,1,2,3666,3,30,2,5,0,0,5,0,0,0,1,,,
1,1.1,1568,38,2,2,3666,4,30,2,5,0,0,5,0,0,0,3,,,
1,1.1,1568,41,2,2,3666,5,30,2,1,2,0,1,1,0,0,2,,,
1,1.1,1570,33,2,2,3423,2,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1570,184,2,3,4257,2,30,2,5,0,0,5,0,0,0,2,,,
1,1.1,1570,185,2,3,4257,3,30,2,5,0,0,5,0,5,0,2,,,
1,1.2,1571,41,1,2,1258,3,30,2,5,0,0,5,0,0,0,1,3,3.1,4.2
1,1.2,1571,43,1,2,4534,2,30,2,5,0,5,5,0,0,0,4,3,0,0
1,1.2,1571,45,1,2,4534,3,30,2,5,0,0,5,0,0,0,4,3,0,0
1,1.1,1571,48,1,2,4534,4,30,2,5,0,5,5,0,0,0,3,,,
1,1.2,1572,45,1,2,1205,5,30,2,5,0,0,5,0,0,0,1,3,2.9,4.5
1,1.2,1572,46,1,2,1205,6,30,2,1,1,5,5,0,0,0,1,3,3.3,4.3
1,1.1,1572,47,1,2,4861,2,30,2,5,0,0,5,0,0,0,1,,,
1,1.1,1572,48,2,2,4861,3,30,2,5,0,5,5,0,0,0,1,,,
1,1.2,1572,50,2,2,1485,3,60,2,5,0,5,1,5,0,0,3,3,0,0
1,1.1,1572,51,1,2,624,2,30,2,5,0,0,5,0,0,0,0,,,
1,1.1,1572,52,1,2,1529,3,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,1572,53,1,2,624,3,30,2,0,0,0,0,0,0,0,0,,,
1,1.2,1579,44,2,2,6159,3,30,2,1,6,0,1,1,0,5,3,3,0,0
1,1.2,1579,46,1,2,6159,4,30,2,1,6,0,1,1,5,5,2,3,0,0
1,1.1,1579,49,1,2,6029,3,30,2,5,0,0,5,0,0,5,2,,,
1,1.1,1579,50,2,2,6961,3,30,2,5,0,0,1,5,0,0,2,,,
1,1.1,1579,51,2,2,6347,3,30,2,1,5,0,1,1,5,0,2,,,
1,1.1,1579,52,2,2,6961,4,30,2,5,0,0,5,0,0,0,2,,,
1,1.1,1579,54,1,2,6159,5,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,1579,55,1,2,6347,4,30,2,0,0,0,0,0,0,0,4,,,
1,1.1,1579,56,2,2,6159,6,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1579,57,1,2,6029,4,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,1579,58,1,2,6347,5,30,2,0,0,0,0,0,0,0,2,,,
1,1.1,1579,59,1,2,6347,6,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1579,60,1,2,5658,3,30,2,0,0,0,0,0,0,0,0,,,
1,1.1,1579,61,2,2,6300,5,30,2,0,0,0,0,0,0,0,0,,,
1,1.2,1583,32,2,2,4337,2,30,2,5,0,0,5,0,5,0,1,3,3.2,4
1,1.1,1583,33,2,2,4337,3,30,2,5,0,0,5,0,0,0,3,,,
1,1.1,1583,36,1,2,3636,4,95,2,0,0,0,0,0,0,0,0,,,
1,1.2,1590,33,1,2,8262,3,30,2,1,1,0,5,0,5,5,2,3,0,0
1,1.1,1590,34,1,2,8262,4,30,2,1,1,0,5,0,5,5,2,,,
1,1.1,1590,35,1,2,6579,3,30,2,0,0,0,0,0,0,0,1,,,
1,1.2,1611,35,2,2,8788,3,30,2,5,0,0,5,0,5,0,1,3,3.5,4
1,1.2,1611,36,2,2,482,3,30,2,5,0,0,5,0,0,5,1,3,0,0
1,1.1,1611,39,1,2,482,4,30,2,5,0,5,5,0,5,5,1,,,
1,1.1,1611,40,1,2,482,5,30,2,0,0,0,0,0,0,0,1,,,
1,1.2,1613,43,2,2,4154,3,30,2,1,1,0,5,0,0,0,4,3,3.3,4
1,1.2,1613,45,2,2,6257,5,60,2,5,0,0,1,5,0,0,2,3,0,0
1,1.2,1613,46,1,2,3857,2,30,2,5,0,0,5,0,0,0,2,3,0,0
1,1.1,1613,48,2,2,6257,6,60,2,5,0,0,1,5,0,0,1,,,
1,1.1,1613,49,1,2,3857,3,30,2,5,0,0,5,0,0,0,3,,,
1,1.1,1613,52,2,2,6257,7,60,2,0,0,0,0,0,0,0,2,,,
1,1.1,1621,33,2,2,4895,4,60,2,1,3,0,5,0,5,5,2,,,
1,1.1,1627,33,2,2,983,4,30,2,5,0,0,5,0,0,0,1,,,
