KIDS,KID14,ER30001,ER30002,ER32000,ER32006,ER34201,ER34202,ER34203,P14REL,P14E5,P14E6,P14E10_09,P14E15,P14E16_3,P14E26_5,P14E33_6,P14E53,C14REL,C14B12,C14B13,GPA_normalized
1,1.2,6287,47,1,2,1894,4,35,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.8,4.6,0.6086956521739131
1,1.2,6335,39,2,2,3390,4,35,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,3.5,4.0,0.875
1,1.2,6368,36,2,2,6898,2,30,2.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,1.0,3.0,2.2,4.0,0.55
1,1.2,6381,42,1,2,3931,2,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,1.0,3.0,2.1,4.0,0.525
1,1.2,6381,190,1,3,3905,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,2.1,4.5,0.4666666666666667
1,1.2,6434,31,1,2,6311,3,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,3.4,4.0,0.85
1,1.2,6434,32,2,2,6311,4,30,2.0,5.0,0.0,5.0,1.0,5.0,0.0,0.0,2.0,3.0,3.5,5.0,0.7
1,1.2,6436,50,1,2,6448,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,2.5,4.0,0.625
1,1.2,6485,43,2,2,4199,3,33,2.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,4.0,3.0,4.3,5.0,0.86
1,1.2,6539,30,1,2,5039,3,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,3.2,4.0,0.8
1,1.2,6541,32,2,2,4287,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.8
1,1.2,6541,33,1,2,5269,4,30,2.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.75
1,1.2,6546,38,1,2,5188,4,30,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,3.4,4.0,0.85
1,1.2,6571,39,1,2,1754,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,2.5,4.0,0.625
1,1.2,6571,40,2,2,1754,4,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,2.5,4.0,0.625
1,1.2,6571,41,2,2,931,5,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,2.0,3.0,3.7,4.0,0.925
1,1.2,6583,53,1,2,3949,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,3.0,3.5,4.0,0.875
1,1.1,6583,54,1,2,8013,4,30,,,,,,,,,,3.0,3.0,4.5,0.6666666666666666
1,1.2,6583,63,2,2,3949,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,3.0,3.5,3.7,0.9459459459459459
1,1.2,6583,66,1,2,3949,4,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,3.0,3.5,4.0,0.875
1,1.2,6589,184,1,3,7585,3,33,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,3.1,4.0,0.775
1,1.2,6591,40,1,2,5747,3,33,2.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,3.0,2.5,4.0,0.625
1,1.2,6615,38,1,2,8984,3,30,2.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,1.0,3.0,3.5,4.5,0.7777777777777778
1,1.2,6616,38,2,2,7838,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,3.8,4.0,0.95
1,1.2,6635,56,2,2,3096,3,30,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,2.7,3.9,0.6923076923076924
1,1.2,6646,41,1,2,8939,3,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,2.1,3.0,0.7000000000000001
1,1.2,6646,42,1,2,7192,3,60,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,2.5,4.6,0.5434782608695653
1,1.2,6724,42,2,2,6960,2,30,2.0,1.0,3.0,0.0,5.0,0.0,5.0,5.0,1.0,3.0,3.5,4.0,0.875
1,1.2,6735,47,2,2,278,2,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,3.0,2.3,3.0,0.7666666666666666
1,1.2,6765,38,1,2,5571,4,30,2.0,5.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,3.0,3.8,4.0,0.95
1,1.2,6779,49,1,2,3170,7,30,2.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,3.0,2.45,4.0,0.6125
1,1.2,6789,33,2,2,6829,3,30,2.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,3.5,4.5,0.7777777777777778
1,1.2,6832,47,2,2,4988,4,60,2.0,1.0,4.0,0.0,5.0,0.0,0.0,5.0,5.0,3.0,2.5,4.0,0.625
1,1.2,6839,187,2,3,8725,3,30,2.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,4.1,4.0,1.025
1,1.2,6845,185,2,3,5950,5,60,2.0,1.0,1.0,5.0,1.0,5.0,0.0,0.0,1.0,3.0,4.0,4.0,1.0
